,question,answer,evidence,type,difficulty
818,"What did Jett's meal prep stir-fry look like on July 13, 2026?","Jett's meal prep featured bright green broccoli, red and yellow bell peppers, snap peas, carrots, and grilled chicken over brown rice, all coated in a glossy sauce.",['20260713_1930'],Single,hard
819,"What treats did Hailey display on the morning of July 14, 2026?",She displayed sprinkled cake donuts and a red velvet New York cheesecake.,['20260714_1200'],Single,hard
820,"What did the community garden look like during the renovation on July 14, 2026?","The community garden had newly laid stone pathways winding between raised flower beds, with workers in bright vests planting shrubs and colorful gardening tools scattered around.",['20260714_1500'],Single,medium
821,What was Freddie Mercury wearing during Queen's 1985 Live Aid performance?,Freddie Mercury was wearing a white tank top and jeans.,['20260715_1900'],Single,medium
822,"What temperature did the basement thermometer show on the afternoon of July 16, 2026?",The basement thermometer showed 29°C (84°F).,['20260716_1000'],Single,medium
823,What was ChaeSong-hwa doing during the band's performance last Sunday?,"ChaeSong-hwa was standing at the microphone, singing mid-note while the audience cheered.",['20260717_1200'],Single,medium
824,"What did Jennifer's quinoa salad look like on the night of July 16, 2026?","It was a colorful bowl of quinoa salad with cherry tomatoes, cucumber, red bell pepper, parsley, avocado, and a garnish of fresh herbs, all tossed with lemon vinaigrette.",['20260717_1930'],Single,medium
825,"What did the guitar Wolfgang shared on July 18, 2026 look like?","The guitar had a glossy sunburst finish, white pickguard, chrome hardware, and a maple neck with intricate fretboard inlays.",['20260718_1800'],Single,medium
826,"What was visible in the drum cover Wolfgang Schulz shared on July 20, 2026?","The video showed a drummer mid-performance with an impressive drum kit, energetic lighting, and the title 'Enter Sandman Drum Cover' at the top.",['20260720_1500'],Single,medium
827,"What did ChaeSong-hwa's workspace look like on July 22, 2026?","Her workspace featured a laptop open to a research paper, colorful sticky notes, a mug of tea, and an acoustic guitar by the wall with sunlight streaming in.",['20260722_1300'],Single,hard
828,"What type of air-conditioner did Adam Smith recommend for the basement on July 23, 2026?",Adam Smith recommended a split-type air-conditioner for the basement.,['20260723_1400'],Single,easy
829,"What exercises were included in the HIIT routine Jennifer shared on July 25, 2026?","The HIIT routine included jumping jacks, mountain climbers, burpees, and squats.",['20260725_1000'],Single,medium
830,"How did the user feedback section designed by Li Hua on July 26, 2026, appear?","The section featured a soft pastel background in mint green and blush pink, a simple feedback form with labeled fields and star ratings, and a testimonials area framed by subtle floral patterns.",['20260726_1400'],Single,easy
831,"How did Iron Man appear in the Marvel clip that Wolfgang shared on July 26, 2026?",Iron Man was shown hovering mid-air in his red and gold suit with glowing palm repulsors against a dramatic sunset cityscape.,['20260726_1600'],Single,medium
832,"What did the maintenance notice posted in the lobby on January 21, 2026, look like?",The notice had a bolded header reading 'Upcoming Building Maintenance – Schedule Pending' and was pinned to a board with a hallway in the background.,['20260121_1000'],Single,medium
833,What did the signature burger look like when Wolfgang walked by the new burger place last week?,"The signature burger was stacked high with melted cheddar, crispy lettuce, tomato, pickles, and a toasted brioche bun, served with golden fries.",['20260121_1300'],Single,medium
834,"What did Jennifer's Greek yogurt snack look like on January 22, 2026?","Jennifer's Greek yogurt snack was served in a small glass bowl topped with blueberries, raspberries, honey, and chopped nuts.",['20260122_1500'],Single,medium
835,"What did Jennifer Moore see during her marathon training session on January 22, 2026?","She saw a scenic park trail in early morning light with tall trees, golden sunlight, and her running shoes and water bottle on a bench.",['20260122_1600'],Single,medium
836,"What did the signature burger at the new burger place look like on January 22, 2026?","The signature burger was stacked with a thick beef patty, melted cheddar cheese, crispy bacon, lettuce, tomato, pickles, and BBQ sauce in a toasted sesame seed bun, served with golden fries.",['20260122_1700'],Single,medium
837,What did the cafe that Wolfgang discovered last weekend look like?,"The cafe had rustic wooden tables, potted plants on each table, and large windows with an inviting, warmly lit atmosphere.",['20260123_1700'],Single,medium
838,"What did LiHua photograph during her walk on January 23, 2026?",She photographed a quiet city park in the late afternoon with golden sunlight streaming through tall trees and a few people strolling in the distance.,['20260123_1730'],Single,hard
839,"What did the sunset look like from Li Hua's balcony on the evening of January 27, 2026?","The sunset featured a glowing city skyline with tall buildings silhouetted against deep orange and purple hues, and soft lights appearing in the windows below.",['20260127_2030'],Single,medium
840,"How did Li Hua look after her workout on January 28, 2026?","Li Hua appeared energized and happy, smiling beside free weights in her workout gear and holding a water bottle.",['20260128_1900'],Single,hard
841,What new features were visible in the community garden after the renovations in July 2026?,"The garden had lush green lawns, colorful flowerbeds, new wooden benches under shady trees, and a large open space for activities.",['20260727_1630'],Single,easy
842,"What kind of setup did Wolfgang Schulz suggest for their painting day on the weekend of July 28, 2026?","He suggested a bright, cozy room with sunlight, a table covered in colorful paints, brushes, blank canvases, and a vase of fresh flowers.",['20260728_1800'],Single,medium
843,"What kind of air conditioner did Adam describe for the basement on July 29, 2026?","A sleek, white wall-mounted unit installed high on a light gray wall, blending seamlessly with the contemporary decor.",['20260729_1400'],Single,hard
844,What did the practice space look like after the last jam session in July?,"The practice space had warm lighting, guitars on stands, a keyboard against the wall, sheet music on a low table, comfy chairs in a circle, and sunlight streaming through the window.",['20260730_1500'],Single,hard
845,"What workout essentials did JenniferMoore have arranged on July 30, 2026?","JenniferMoore had black compression leggings, colorful running shoes, a water bottle, a rolled-up yoga mat, wireless headphones, and a small towel neatly arranged.",['20260730_1730'],Single,hard
